Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Owner_Type,Kilometers_Driven,Engine_CC,Mileage_Kmpl,Seats,Location,Insurance_Valid,Price_INR
6587,Maruti,Brezza,2021,Diesel,Manual,First,41297,1997,16.3,7,Delhi,No,1087164
6588,Tata,Altroz,2019,Petrol,Automatic,First,61112,796,24.1,5,Pune,No,808301
6589,Honda,Amaze,2011,Petrol,Automatic,First,201121,1997,25.8,5,Ludhiana,No,599563
6590,Maruti,WagonR,2019,Diesel,Manual,Second,156968,1997,13.9,7,Delhi,No,992576
6591,Toyota,Urban Cruiser,2011,Petrol,Manual,First,136819,796,26.1,7,Lucknow,No,495554
6592,Toyota,Glanza,2025,Diesel,Automatic,First,13188,1997,21.0,4,Pune,Yes,1409406
6593,Hyundai,Venue,2013,CNG,Manual,First,69973,998,19.1,4,Jaipur,Yes,604320
6594,Tata,Tiago,2011,Petrol,Manual,First,164364,1497,26.8,7,Ahmedabad,No,570166
6595,Toyota,Innova,2016,Petrol,Automatic,First,101401,2184,26.2,4,Jaipur,No,819928
6596,Honda,City,2015,Petrol,Automatic,First,51046,796,22.0,7,Ludhiana,No,660228
6597,Maruti,Baleno,2014,Diesel,Automatic,First,128055,1197,27.4,4,Lucknow,Yes,715644
6598,Hyundai,Grand i10,2020,CNG,Automatic,First,68147,796,27.5,7,Ahmedabad,Yes,1023387
6599,Maruti,WagonR,2022,Diesel,Manual,First,19011,1497,26.6,4,Hyderabad,Yes,1163395
6600,Maruti,Dzire,2017,Petrol,Automatic,Second,187498,1497,17.8,7,Jaipur,No,706131
6601,Hyundai,Verna,2023,Electric,Automatic,Third,6604,1497,23.9,4,Mumbai,No,1168399
6602,Kia,Carens,2023,Diesel,Automatic,First,40612,998,20.6,7,Mumbai,Yes,1111464
6603,Kia,Sonet,2011,Petrol,Manual,First,213173,2184,19.9,4,Hyderabad,Yes,593454
6604,Tata,Punch,2015,Petrol,Manual,First,6666,1197,13.9,5,Bengaluru,Yes,811211
6605,Honda,City,2024,Diesel,Manual,First,37811,1197,17.3,4,Ahmedabad,No,1265543
6606,Hyundai,Grand i10,2021,Petrol,Automatic,First,124254,2184,15.6,4,Chandigarh,No,991295
6607,Renault,Kwid,2019,Diesel,Automatic,First,58313,2184,27.9,7,Ludhiana,No,1075027
6608,Renault,Triber,2023,Diesel,Automatic,First,36089,1497,13.9,4,Mumbai,Yes,1263125
6609,Mahindra,XUV700,2015,Diesel,Automatic,Second,209269,796,25.2,4,Delhi,No,457316
6610,Kia,Sonet,2013,Petrol,Automatic,First,60083,1997,20.5,5,Jaipur,Yes,699093
6611,Maruti,Brezza,2025,Diesel,Automatic,First,53644,796,27.6,5,Delhi,No,1215171
6612,Mahindra,XUV700,2023,Diesel,Manual,First,113979,1197,23.0,7,Hyderabad,No,1010614
6613,Tata,Punch,2025,Petrol,Manual,Third,86480,1197,22.6,7,Lucknow,No,1183069
6614,Mahindra,XUV300,2023,Petrol,Automatic,Second,178142,796,22.0,4,Chandigarh,Yes,976451
6615,Renault,Kwid,2022,Diesel,Manual,First,96294,796,26.8,5,Chandigarh,Yes,1081872
6616,Tata,Altroz,2021,Diesel,Manual,First,90694,2184,18.5,7,Lucknow,No,1162633
6617,Mahindra,Thar,2025,Petrol,Manual,Second,145465,1997,19.0,4,Ahmedabad,Yes,1263291
6618,Toyota,Fortuner,2012,CNG,Automatic,First,65382,1497,17.5,5,Pune,Yes,625538
6619,Toyota,Glanza,2013,Petrol,Manual,First,192373,998,12.9,7,Pune,No,559820
6620,Renault,Triber,2018,Petrol,Manual,Second,32341,1248,14.3,4,Jaipur,Yes,984179
6621,Mahindra,Bolero,2020,Petrol,Automatic,First,192903,1497,17.7,5,Delhi,Yes,869725
6622,Kia,Sonet,2013,Diesel,Manual,First,168217,1997,24.9,5,Mumbai,No,749874
6623,Kia,Carens,2020,Petrol,Manual,First,160794,1497,21.3,4,Delhi,Yes,866558
6624,Tata,Altroz,2022,Petrol,Automatic,First,25813,1997,24.3,7,Lucknow,No,1135885
6625,Hyundai,Creta,2023,Petrol,Automatic,First,129252,1248,20.9,4,Chandigarh,No,1118072
6626,Renault,Kwid,2016,CNG,Manual,Second,213980,1197,22.1,5,Mumbai,No,560005
6627,Mahindra,XUV700,2014,Petrol,Manual,First,133194,1248,24.5,4,Ahmedabad,No,596785
6628,Renault,Kiger,2015,Petrol,Automatic,First,51788,998,22.0,4,Ludhiana,Yes,768570
6629,Honda,Jazz,2024,Diesel,Automatic,Second,145922,1197,16.1,7,Chandigarh,Yes,1030135
6630,Hyundai,Venue,2018,Diesel,Automatic,First,128371,1497,13.8,4,Delhi,Yes,790854
6631,Honda,WR-V,2021,Electric,Manual,Second,27347,2184,16.9,4,Lucknow,Yes,1297397
6632,Kia,Sonet,2019,Petrol,Manual,Second,78630,1498,18.1,5,Ahmedabad,Yes,963362
6633,Toyota,Glanza,2023,Petrol,Automatic,First,6415,1498,27.8,4,Chandigarh,Yes,1272779
6634,Tata,Altroz,2013,Petrol,Manual,Second,189504,796,18.7,4,Mumbai,Yes,538914
6635,Tata,Tiago,2020,Petrol,Automatic,Second,55535,1498,21.8,5,Delhi,No,1064998
6636,Hyundai,Verna,2012,Petrol,Automatic,Second,189395,1997,14.9,5,Delhi,Yes,614922
6637,Renault,Triber,2012,Petrol,Manual,First,240858,998,13.5,4,Mumbai,Yes,468977
6638,Renault,Triber,2019,Petrol,Manual,First,78322,1498,21.6,7,Jaipur,No,1056609
6639,Tata,Nexon,2021,Petrol,Manual,First,88244,1498,26.5,4,Chandigarh,Yes,1061970
6640,Mahindra,XUV300,2025,CNG,Manual,First,160708,1498,19.3,7,Pune,Yes,1076596
6641,Tata,Altroz,2016,Petrol,Automatic,First,238678,1197,22.8,4,Delhi,No,541600
6642,Maruti,Dzire,2012,Diesel,Manual,First,200873,1498,18.7,4,Hyderabad,Yes,545831
6643,Maruti,Dzire,2021,Diesel,Automatic,Third,173728,1497,16.6,4,Bengaluru,Yes,997313
6644,Mahindra,XUV700,2011,Diesel,Automatic,Second,47587,1248,14.4,7,Chandigarh,Yes,700529
6645,Maruti,WagonR,2011,Petrol,Automatic,First,111769,1248,26.0,4,Mumbai,Yes,553944
6646,Kia,Carens,2013,Diesel,Manual,Second,47584,1197,16.3,5,Chandigarh,Yes,697690
6647,Kia,Carens,2024,Petrol,Manual,First,88386,1498,22.7,4,Chandigarh,Yes,1092067
6648,Hyundai,Verna,2012,Petrol,Manual,First,26030,796,26.8,5,Lucknow,Yes,562508
6649,Honda,Jazz,2017,Petrol,Manual,First,178822,1497,13.1,5,Jaipur,Yes,710715
6650,Toyota,Fortuner,2022,Petrol,Manual,First,218472,2184,17.4,5,Jaipur,Yes,1067821
6651,Hyundai,i20,2015,Electric,Automatic,First,191952,796,16.7,4,Mumbai,Yes,595704
6652,Tata,Altroz,2013,Diesel,Automatic,First,44771,2184,15.2,7,Mumbai,No,792023
6653,Toyota,Fortuner,2021,Petrol,Automatic,First,129323,2184,22.7,7,Chandigarh,Yes,1000831
6654,Kia,Sonet,2016,Petrol,Automatic,First,87849,1997,22.9,4,Ahmedabad,Yes,798490
6655,Maruti,WagonR,2020,Petrol,Automatic,Second,98453,998,17.2,5,Lucknow,Yes,946877
6656,Mahindra,XUV700,2020,Petrol,Manual,First,31146,2184,14.2,7,Hyderabad,Yes,1112317
6657,Renault,Kwid,2014,Petrol,Manual,First,81839,1497,23.8,4,Hyderabad,Yes,756505
6658,Hyundai,Creta,2014,Electric,Manual,First,209594,1498,15.4,4,Delhi,No,528195
6659,Mahindra,XUV700,2019,CNG,Automatic,First,72566,1497,13.0,5,Mumbai,Yes,1051153
6660,Renault,Kiger,2024,Petrol,Automatic,First,244577,796,12.7,5,Bengaluru,No,852248
6661,Honda,Jazz,2017,Petrol,Manual,Second,56620,1197,26.2,5,Chandigarh,Yes,906484
6662,Tata,Punch,2017,Petrol,Manual,First,113895,998,27.7,5,Bengaluru,No,845539
6663,Honda,Jazz,2022,Petrol,Manual,First,120652,1197,22.4,4,Chandigarh,No,1046332
6664,Maruti,WagonR,2011,Petrol,Manual,First,238246,1248,12.1,4,Chandigarh,Yes,450545
6665,Toyota,Fortuner,2017,Petrol,Manual,First,194741,2184,22.3,4,Ahmedabad,Yes,781745
6666,Toyota,Urban Cruiser,2024,Petrol,Automatic,First,58518,1248,15.0,5,Delhi,No,1140357
6667,Toyota,Innova,2022,Petrol,Manual,First,201438,998,26.1,5,Delhi,Yes,802333
6668,Toyota,Glanza,2020,Petrol,Manual,First,51541,1197,27.2,5,Pune,Yes,953111
6669,Hyundai,i20,2023,Petrol,Automatic,First,55691,1248,16.4,7,Mumbai,Yes,1205133
6670,Hyundai,Venue,2022,CNG,Automatic,First,227242,1248,27.9,7,Mumbai,Yes,970947
6671,Hyundai,Grand i10,2018,Petrol,Automatic,First,128256,2184,13.2,4,Hyderabad,Yes,1026550
6672,Mahindra,XUV700,2015,Petrol,Automatic,First,52276,1498,25.6,4,Mumbai,No,880306
6673,Toyota,Urban Cruiser,2014,Diesel,Manual,Second,165747,998,17.7,7,Bengaluru,Yes,643510
6674,Hyundai,i20,2010,Petrol,Automatic,First,213323,1498,27.2,4,Lucknow,Yes,429041
6675,Mahindra,XUV700,2025,Petrol,Automatic,Second,249931,1248,13.1,5,Lucknow,Yes,1011244
6676,Toyota,Urban Cruiser,2019,Diesel,Automatic,First,141594,1498,20.7,5,Chandigarh,Yes,890619
6677,Renault,Kiger,2019,Petrol,Automatic,First,45613,1248,16.0,4,Ludhiana,Yes,1035616
6678,Mahindra,Thar,2013,Petrol,Automatic,Second,233585,1997,15.0,4,Mumbai,Yes,602598
6679,Toyota,Urban Cruiser,2019,Petrol,Automatic,Second,13835,1997,19.9,5,Bengaluru,Yes,1155324
6680,Honda,Amaze,2012,Petrol,Automatic,Third,159539,1498,22.8,7,Delhi,Yes,477829
6681,Maruti,Baleno,2010,Petrol,Manual,Third,152655,1197,26.3,7,Ludhiana,No,536670
6682,Mahindra,XUV700,2011,Petrol,Automatic,First,154959,1498,21.4,7,Bengaluru,No,615150
6683,Honda,City,2016,Petrol,Manual,Second,66112,1197,20.4,7,Delhi,No,897431
6684,Honda,City,2011,Diesel,Manual,First,58668,1248,17.9,4,Delhi,Yes,663838
6685,Honda,Amaze,2011,Diesel,Manual,First,206699,1248,22.5,4,Ludhiana,Yes,371216
6686,Toyota,Innova,2015,Diesel,Manual,First,248079,1997,17.4,7,Hyderabad,No,731126
6687,Honda,WR-V,2019,Diesel,Automatic,First,160496,796,15.4,4,Jaipur,No,761266
6688,Toyota,Glanza,2013,Diesel,Automatic,First,83813,2184,21.5,5,Jaipur,No,843183
6689,Mahindra,XUV700,2025,Petrol,Manual,Second,166733,1997,12.9,4,Bengaluru,Yes,1264358
6690,Kia,Seltos,2012,Petrol,Automatic,Second,75955,1248,19.6,5,Pune,Yes,674999
6691,Honda,Amaze,2016,Diesel,Manual,First,33155,2184,16.9,4,Hyderabad,No,1016492
6692,Tata,Harrier,2023,Diesel,Manual,Second,185133,998,22.5,5,Bengaluru,Yes,1034216
6693,Renault,Kiger,2017,Electric,Automatic,First,180894,2184,24.9,5,Ahmedabad,No,774752
6694,Toyota,Innova,2011,Diesel,Manual,First,175611,2184,20.9,4,Mumbai,No,601381
6695,Honda,WR-V,2024,Petrol,Manual,Second,105370,1197,22.6,5,Hyderabad,No,1038395
6696,Kia,Carens,2022,CNG,Automatic,First,93368,1497,13.0,4,Lucknow,Yes,1101553
6697,Tata,Altroz,2024,Petrol,Automatic,Second,215085,1997,21.0,4,Bengaluru,No,1098910
6698,Hyundai,Verna,2021,Petrol,Automatic,Second,231136,998,24.9,5,Pune,No,869966
6699,Toyota,Glanza,2014,Petrol,Automatic,First,160280,1498,22.2,5,Jaipur,Yes,732327
6700,Toyota,Urban Cruiser,2024,Petrol,Manual,First,89272,1497,22.3,5,Chandigarh,No,1280620
6701,Honda,Jazz,2017,Petrol,Automatic,First,186727,2184,23.9,7,Jaipur,Yes,867620
6702,Honda,City,2023,Diesel,Manual,Second,119691,1997,23.9,4,Lucknow,No,1206938
6703,Maruti,Dzire,2017,Diesel,Automatic,Second,238281,998,24.9,7,Jaipur,Yes,716084
6704,Kia,Sonet,2024,Diesel,Manual,First,58783,1997,24.8,5,Jaipur,Yes,1298945
6705,Renault,Kwid,2011,Diesel,Manual,First,186037,998,21.9,7,Delhi,Yes,334567
6706,Maruti,Swift,2018,Petrol,Manual,Second,118426,1197,16.5,5,Ludhiana,Yes,748563
6707,Maruti,Baleno,2024,Petrol,Manual,First,47259,1497,14.4,5,Chandigarh,Yes,1225229
6708,Kia,Carens,2023,CNG,Manual,First,146112,796,21.0,4,Delhi,Yes,989640
6709,Renault,Triber,2015,Diesel,Automatic,First,156879,1498,26.9,5,Jaipur,No,641670
6710,Tata,Harrier,2010,CNG,Manual,Second,122278,1498,27.7,5,Delhi,Yes,585296
6711,Hyundai,Grand i10,2010,Petrol,Automatic,Third,162254,1497,21.3,7,Delhi,No,387783
6712,Toyota,Fortuner,2014,CNG,Manual,Second,206210,796,24.1,7,Bengaluru,No,450991
6713,Toyota,Innova,2012,Petrol,Automatic,First,94121,796,24.3,5,Pune,No,502245
6714,Hyundai,Creta,2015,Petrol,Manual,First,41274,2184,16.2,4,Lucknow,No,925331
6715,Renault,Kiger,2013,Diesel,Manual,First,54332,1997,21.0,7,Ahmedabad,Yes,832883
6716,Renault,Kwid,2025,Diesel,Automatic,First,242700,796,17.5,4,Hyderabad,Yes,1051375
6717,Renault,Kiger,2021,Diesel,Automatic,First,167451,1197,20.0,7,Jaipur,No,1007006
6718,Mahindra,XUV300,2013,Petrol,Manual,First,193052,1997,25.0,7,Delhi,No,587339
6719,Kia,Sonet,2020,Petrol,Automatic,First,140372,1498,15.6,5,Ludhiana,Yes,901177
6720,Hyundai,Venue,2018,Petrol,Manual,First,119286,1248,24.3,5,Mumbai,Yes,923911
6721,Renault,Kiger,2022,Petrol,Automatic,Second,147260,998,14.7,4,Pune,No,1049996
6722,Tata,Harrier,2014,Diesel,Automatic,First,128843,1498,13.4,4,Jaipur,Yes,753833
6723,Honda,City,2016,CNG,Automatic,First,184089,1498,19.2,4,Delhi,No,685541
6724,Kia,Sonet,2014,Petrol,Manual,First,55354,998,13.3,5,Pune,Yes,718371
6725,Honda,Jazz,2017,Petrol,Automatic,First,44908,1497,12.2,4,Lucknow,No,978031
6726,Kia,Sonet,2023,Petrol,Automatic,First,210819,796,23.2,7,Pune,Yes,847954
6727,Tata,Altroz,2025,Petrol,Manual,First,113073,1197,27.1,7,Lucknow,Yes,1145091
6728,Toyota,Fortuner,2012,Petrol,Automatic,Second,223909,796,18.0,7,Ludhiana,Yes,300448
6729,Maruti,Dzire,2025,Diesel,Automatic,First,222715,998,21.2,4,Bengaluru,Yes,1081517
6730,Hyundai,i20,2013,CNG,Manual,Second,53995,796,23.8,5,Jaipur,No,576106
6731,Maruti,Baleno,2024,Petrol,Automatic,Second,216994,796,27.3,7,Bengaluru,Yes,869846
6732,Maruti,WagonR,2023,Petrol,Manual,First,180863,2184,23.1,4,Pune,No,1137027
6733,Maruti,Dzire,2016,Petrol,Automatic,First,38473,1498,13.6,4,Mumbai,Yes,788918
6734,Kia,Carens,2021,Diesel,Automatic,First,154252,796,19.7,4,Hyderabad,No,840844
6735,Maruti,WagonR,2019,Petrol,Automatic,First,77733,1497,13.9,4,Chandigarh,No,896757
6736,Tata,Altroz,2011,Petrol,Manual,First,53907,2184,22.4,7,Bengaluru,No,623830
6737,Hyundai,Venue,2023,Petrol,Automatic,First,185499,1997,15.8,7,Pune,No,1125941
6738,Renault,Triber,2021,Petrol,Manual,First,219703,1997,14.2,7,Mumbai,No,1008309
6739,Kia,Sonet,2011,Petrol,Manual,Third,147328,2184,20.9,4,Pune,Yes,653853
6740,Mahindra,Scorpio,2011,Diesel,Manual,First,127935,796,17.0,5,Ludhiana,Yes,370183
6741,Mahindra,Thar,2012,Petrol,Automatic,First,42094,1997,13.5,4,Ludhiana,No,710144
6742,Mahindra,Bolero,2019,Diesel,Automatic,First,140038,1997,27.0,4,Ahmedabad,Yes,923247
6743,Renault,Kwid,2024,Petrol,Automatic,First,91881,2184,21.4,7,Jaipur,No,1196251
6744,Maruti,WagonR,2020,Petrol,Automatic,First,39443,1248,18.2,7,Chandigarh,No,977379
6745,Mahindra,XUV700,2012,Diesel,Automatic,First,175796,2184,23.3,7,Delhi,Yes,666866
6746,Renault,Kiger,2015,Petrol,Manual,First,32366,1248,13.3,7,Hyderabad,No,864650
6747,Hyundai,Creta,2017,Petrol,Automatic,Second,230825,1248,15.2,4,Ahmedabad,No,720759
6748,Kia,Carens,2019,Diesel,Automatic,First,133742,998,23.9,5,Ahmedabad,Yes,823922
6749,Mahindra,Thar,2021,Petrol,Automatic,First,248397,2184,14.7,4,Pune,Yes,990276
6750,Honda,WR-V,2024,Petrol,Manual,Second,64348,1248,27.2,4,Jaipur,Yes,1156881
6751,Mahindra,Scorpio,2020,Petrol,Automatic,First,242653,1997,19.9,7,Mumbai,No,827630
6752,Toyota,Urban Cruiser,2017,Diesel,Manual,First,239794,998,18.1,5,Jaipur,Yes,679832
6753,Maruti,Dzire,2011,Diesel,Manual,First,77843,1197,19.6,5,Bengaluru,No,536675
6754,Toyota,Fortuner,2011,Diesel,Automatic,First,12583,998,23.6,4,Jaipur,Yes,574333
6755,Honda,Amaze,2018,Diesel,Automatic,First,102460,1997,24.1,7,Hyderabad,Yes,933131
6756,Tata,Altroz,2011,Petrol,Manual,Third,32793,2184,13.2,4,Ahmedabad,Yes,720429
6757,Renault,Kwid,2012,Petrol,Automatic,First,195780,796,18.7,4,Jaipur,No,499411
6758,Hyundai,Creta,2013,Petrol,Manual,Second,150837,2184,27.1,5,Jaipur,Yes,680662
6759,Hyundai,Venue,2012,Petrol,Manual,First,238522,1997,23.4,4,Hyderabad,Yes,526375
6760,Mahindra,XUV700,2016,Petrol,Manual,Third,242020,1498,27.5,7,Bengaluru,Yes,686510
6761,Mahindra,XUV300,2010,Diesel,Automatic,First,84359,998,20.9,7,Pune,No,551024
6762,Kia,Seltos,2023,Diesel,Manual,First,204802,796,23.1,7,Hyderabad,Yes,831275
6763,Tata,Nexon,2016,Diesel,Manual,First,50727,2184,15.5,5,Chandigarh,No,939873
6764,Kia,Sonet,2021,Petrol,Automatic,First,72452,1197,12.5,5,Lucknow,Yes,974398
6765,Renault,Triber,2020,Petrol,Automatic,First,89185,1997,19.2,4,Jaipur,Yes,1138401
6766,Toyota,Fortuner,2012,Petrol,Automatic,First,83046,998,26.2,5,Mumbai,No,628091
6767,Kia,Seltos,2021,Petrol,Automatic,First,181601,1497,21.7,7,Lucknow,No,839816
6768,Mahindra,XUV300,2016,Petrol,Manual,First,218744,796,12.1,4,Pune,No,523988
6769,Tata,Nexon,2019,Petrol,Manual,First,6122,2184,16.4,7,Ahmedabad,No,1225052
6770,Toyota,Glanza,2018,Diesel,Manual,First,222439,2184,22.4,7,Delhi,Yes,927885
6771,Toyota,Urban Cruiser,2016,Diesel,Automatic,First,169353,1197,20.7,4,Ludhiana,No,697690
6772,Renault,Kiger,2023,Diesel,Manual,First,33537,1997,17.0,7,Hyderabad,No,1231742
6773,Tata,Harrier,2010,CNG,Automatic,Second,217341,1248,25.9,7,Pune,No,416518
6774,Maruti,Dzire,2023,Petrol,Automatic,First,140340,1498,27.7,4,Chandigarh,No,1088424
6775,Kia,Carens,2024,Petrol,Automatic,Second,18897,796,12.8,5,Chandigarh,No,1174067
6776,Kia,Sonet,2016,Petrol,Manual,First,207499,2184,18.2,7,Bengaluru,No,734301
6777,Hyundai,Verna,2014,Petrol,Manual,First,243739,1197,26.5,5,Hyderabad,Yes,599445
6778,Renault,Kiger,2020,Electric,Automatic,First,132938,1248,27.0,7,Ludhiana,No,928006
6779,Mahindra,Scorpio,2015,Petrol,Automatic,Second,97025,2184,16.9,5,Bengaluru,Yes,862287
6780,Kia,Sonet,2014,Petrol,Automatic,Second,175222,1997,17.2,4,Lucknow,Yes,602948
6781,Hyundai,Venue,2022,Diesel,Automatic,Second,108181,1997,22.1,7,Mumbai,No,1137159
6782,Mahindra,XUV300,2024,CNG,Automatic,First,94535,2184,26.8,5,Ahmedabad,No,1258433
6783,Maruti,Swift,2010,Petrol,Manual,Second,236083,998,15.8,4,Jaipur,No,234908
6784,Tata,Altroz,2020,Diesel,Automatic,First,41472,1498,26.6,4,Ludhiana,Yes,1007548
6785,Hyundai,i20,2011,Petrol,Manual,Second,116978,2184,19.3,7,Ludhiana,No,665987
6786,Renault,Kiger,2015,Diesel,Manual,Second,15112,1248,13.6,4,Ahmedabad,Yes,835556
6787,Tata,Nexon,2013,Diesel,Automatic,Second,126367,998,24.6,7,Jaipur,No,634140
6788,Honda,WR-V,2017,CNG,Manual,First,56667,1197,26.3,7,Mumbai,No,908083
6789,Toyota,Glanza,2025,Diesel,Automatic,Second,155866,796,22.2,4,Delhi,No,1053924
6790,Hyundai,Creta,2024,Diesel,Manual,Second,198263,1997,23.8,5,Mumbai,No,1031407
6791,Mahindra,Bolero,2011,Petrol,Manual,First,189984,2184,15.2,5,Pune,Yes,588399
6792,Honda,Jazz,2013,Petrol,Manual,First,238701,1248,22.7,7,Lucknow,Yes,459182
6793,Renault,Triber,2024,Petrol,Automatic,First,202685,1997,19.6,5,Lucknow,Yes,1139098
6794,Kia,Carens,2019,Petrol,Manual,First,196630,1997,19.2,4,Chandigarh,No,889939
6795,Hyundai,Venue,2013,CNG,Automatic,First,229817,1197,13.0,5,Lucknow,No,450593
6796,Hyundai,i20,2019,Petrol,Automatic,First,152725,1248,20.4,5,Lucknow,No,891561
6797,Renault,Triber,2023,Diesel,Manual,First,161379,2184,13.4,5,Lucknow,No,1125302
6798,Hyundai,Creta,2012,Petrol,Automatic,First,91501,1197,24.7,7,Mumbai,No,663108
6799,Maruti,WagonR,2016,Electric,Manual,Second,41778,998,23.4,7,Mumbai,No,775151
6800,Honda,Jazz,2012,Diesel,Automatic,First,152768,998,15.1,4,Lucknow,Yes,602394
6801,Renault,Triber,2013,Diesel,Automatic,First,138881,2184,14.3,5,Lucknow,Yes,686212
6802,Mahindra,XUV300,2023,Petrol,Automatic,First,133158,998,14.0,7,Lucknow,Yes,981134
6803,Renault,Triber,2022,Petrol,Automatic,First,163859,2184,24.5,5,Chandigarh,No,1018234
6804,Honda,Amaze,2023,Diesel,Automatic,First,196820,1498,24.7,5,Chandigarh,No,934934
6805,Maruti,Brezza,2024,Petrol,Automatic,Second,24661,1248,22.2,7,Delhi,No,1167058
6806,Honda,WR-V,2012,Diesel,Manual,First,60053,796,27.6,5,Ahmedabad,Yes,524721
6807,Renault,Kwid,2022,Diesel,Automatic,First,218235,2184,25.1,7,Ludhiana,Yes,1069116
6808,Renault,Kiger,2013,Petrol,Manual,First,191860,1197,15.0,5,Jaipur,Yes,617061
6809,Renault,Triber,2017,Petrol,Manual,Second,39499,1497,27.6,4,Delhi,Yes,839713
6810,Mahindra,Thar,2017,Diesel,Manual,First,26204,1197,21.4,5,Hyderabad,No,976468
6811,Honda,Jazz,2020,Petrol,Automatic,First,113173,1997,23.0,7,Ludhiana,Yes,1067098
6812,Tata,Punch,2025,Petrol,Manual,First,147185,1248,13.4,4,Jaipur,No,1155004
6813,Hyundai,Creta,2016,Diesel,Automatic,First,70669,1248,15.2,4,Jaipur,No,889585
6814,Toyota,Fortuner,2014,Petrol,Automatic,First,222163,998,18.6,4,Ludhiana,No,595638
6815,Hyundai,i20,2015,Diesel,Automatic,First,172628,1197,21.9,5,Pune,Yes,695465
6816,Honda,WR-V,2014,Petrol,Automatic,Second,193144,1498,18.0,4,Pune,Yes,605975
6817,Toyota,Glanza,2012,CNG,Automatic,First,223796,1248,20.0,5,Delhi,No,513365
6818,Maruti,Brezza,2024,Petrol,Manual,First,178880,1197,22.7,5,Jaipur,Yes,1092994
6819,Kia,Seltos,2018,Petrol,Manual,First,94275,1497,18.0,7,Pune,No,807075
6820,Hyundai,Venue,2015,Petrol,Automatic,First,216180,2184,16.2,5,Ahmedabad,Yes,720677
6821,Honda,City,2018,Diesel,Automatic,First,6153,998,20.9,4,Delhi,Yes,1024780
6822,Tata,Tiago,2010,CNG,Manual,Second,199992,998,12.4,7,Jaipur,Yes,358507
6823,Kia,Carens,2010,Electric,Manual,First,8563,1248,15.0,7,Bengaluru,Yes,565874
6824,Toyota,Glanza,2021,Petrol,Manual,Second,38976,998,24.5,5,Bengaluru,Yes,1012463
6825,Tata,Tiago,2020,Petrol,Automatic,First,115165,2184,21.9,7,Chandigarh,Yes,995674
6826,Mahindra,Scorpio,2022,Petrol,Manual,First,78413,1997,26.9,4,Pune,Yes,1251749
6827,Honda,City,2020,Petrol,Automatic,First,187855,1248,23.8,5,Ahmedabad,Yes,942949
6828,Hyundai,Grand i10,2013,Petrol,Manual,First,161986,796,18.5,7,Pune,Yes,508012
6829,Tata,Harrier,2011,Petrol,Manual,First,77361,796,23.6,4,Hyderabad,No,595503
6830,Renault,Kiger,2018,Petrol,Automatic,First,133911,1997,19.9,7,Bengaluru,Yes,897421
6831,Renault,Triber,2014,Petrol,Manual,First,95778,796,25.6,5,Mumbai,Yes,694340
6832,Tata,Harrier,2010,Petrol,Automatic,Second,244633,1248,22.3,5,Mumbai,Yes,419578
6833,Hyundai,i20,2014,Petrol,Automatic,Second,161953,1197,20.0,4,Ludhiana,Yes,549985
6834,Tata,Tiago,2016,Diesel,Automatic,Second,126753,1497,19.3,5,Mumbai,Yes,753475
6835,Maruti,WagonR,2017,Petrol,Manual,Second,143335,1248,15.8,5,Mumbai,Yes,765113
6836,Tata,Harrier,2010,Petrol,Automatic,First,101688,1197,15.5,5,Jaipur,Yes,587189
6837,Mahindra,XUV700,2012,Petrol,Automatic,First,22698,998,19.9,4,Chandigarh,No,620898
6838,Hyundai,Grand i10,2010,CNG,Manual,First,187021,796,19.3,5,Bengaluru,Yes,380007
6839,Toyota,Fortuner,2023,Petrol,Manual,First,233082,796,13.2,5,Ludhiana,Yes,789643
6840,Tata,Nexon,2014,Electric,Automatic,First,49619,1997,19.2,4,Hyderabad,No,876580
6841,Honda,Amaze,2014,Petrol,Automatic,First,112951,1497,14.0,5,Jaipur,Yes,611413
6842,Toyota,Urban Cruiser,2017,Diesel,Manual,First,66373,1248,13.0,5,Ahmedabad,Yes,878378
6843,Honda,Amaze,2016,Petrol,Automatic,First,27760,2184,22.3,5,Pune,No,1041895
6844,Toyota,Urban Cruiser,2011,Petrol,Automatic,First,18978,1997,22.4,7,Pune,Yes,768673
6845,Toyota,Urban Cruiser,2023,Petrol,Automatic,Second,64281,1248,20.5,5,Mumbai,Yes,1211433
6846,Hyundai,Venue,2021,Petrol,Manual,Second,76726,1498,18.6,5,Delhi,Yes,1045567
6847,Kia,Carens,2015,CNG,Manual,First,208708,1498,17.9,7,Mumbai,No,689396
6848,Honda,WR-V,2016,Petrol,Automatic,First,78190,1997,19.3,5,Delhi,Yes,849242
6849,Renault,Kiger,2022,CNG,Manual,First,15642,1497,14.9,5,Jaipur,Yes,1274849
6850,Honda,City,2023,CNG,Automatic,First,126106,1497,20.5,7,Hyderabad,No,1137319
6851,Mahindra,Thar,2022,Petrol,Automatic,Second,57979,998,20.2,4,Mumbai,Yes,1048380
6852,Toyota,Innova,2023,Petrol,Automatic,First,116717,1248,16.1,5,Delhi,No,1159715
6853,Maruti,Brezza,2015,Petrol,Manual,First,48083,2184,20.5,4,Delhi,Yes,926369
6854,Tata,Punch,2016,Diesel,Manual,Second,139240,1498,24.6,5,Chandigarh,Yes,788304
6855,Renault,Triber,2024,Petrol,Automatic,First,216754,796,26.6,4,Ahmedabad,Yes,985758
